Open,High,Low,Close,Volume,Dividends,Stock Splits
145.6936529941079,154.8960886893848,145.496812581912,152.06153869628906,154357300,0.0,0.0
150.16203528809376,150.68366923696223,148.40027797417193,149.3352813720703,69858300,0.0,0.0
148.2624474794368,152.77999988075524,148.2624474794368,152.2091522216797,83322600,0.0,0.0
151.45130381865607,152.14025265616812,148.78406936876726,149.52223205566406,64120100,0.0,0.0
151.3529059605557,151.89422837459855,148.0459358705389,148.48883056640625,56007100,0.0,0.0
147.32569243849323,149.1788354914484,147.08911426452642,148.85354614257812,57450700,0.23,0.0
148.79438841262413,152.0571182724141,148.7648180243575,151.65298461914062,62199000,0.0,0.0
149.94770404483108,151.57415087909246,148.70570240485208,151.0122833251953,61707600,0.0,0.0
150.92353288699502,153.27940219693946,150.6968215839401,153.11183166503906,65573800,0.0,0.0
151.3178281549916,154.09756497312395,151.16012443154224,151.51498413085938,68167900,0.0,0.0
150.17441057100683,150.81512239489066,148.69583093968438,150.37155151367188,59144100,0.0,0.0
148.05510409777494,149.1394018439348,146.29067235544917,146.3596649169922,58867200,0.0,0.0
146.74408634882758,147.80866542554767,145.0585140913541,146.7835235595703,51011300,0.0,0.0
147.94667430552937,148.1931042440918,145.1373820304515,147.2665252685547,48394200,0.0,0.0
145.00924162382364,145.0881010134071,143.6390916917033,144.61495971679688,55469600,0.0,0.0
145.60067024018994,147.039812645864,145.34437348016522,145.8076629638672,44998500,0.0,0.0
144.95008720013072,146.95109701970668,144.7332276594082,145.30494689941406,50547000,0.0,0.0
144.73323786008925,145.1275197577975,142.93922063146897,143.2349395751953,55479000,0.0,0.0
142.31822024697658,144.61494903595985,141.84506394442167,143.8263702392578,52238100,0.0,0.0
145.9259379185379,148.95210462024477,145.2260853537234,148.8732452392578,70732300,0.0,0.0
151.593878815413,154.06804574984884,151.26860443716606,151.63331604003906,87558000,0.0,0.0
151.50515301293333,151.83044240070947,148.97186056761163,149.43515014648438,56182000,0.0,0.0
150.62784041964048,151.278419098267,149.66183922588297,150.68698120117188,47204800,0.0,0.0
151.36711819838627,152.33311931510104,148.08466971716794,148.4395294189453,53833600,0.0,0.0
148.0649820559655,148.78455331931613,145.50210448552664,146.37939453125,68572400,0.0,0.0
145.69922529511118,150.95311305935627,145.59079552733544,148.3212432861328,84457100,0.0,0.0
149.11968969699433,151.209410853691,147.95654755608294,150.41098022460938,73695900,0.0,0.0
149.03098388604963,151.06156433450928,147.77911548729296,150.80528259277344,77167900,0.0,0.0
